text,label
"But I have to tell you that given that we’ve launched in October, I'm actually unbelievably shocked, positively shocked at how many merchants were able to implement Apple Pay in the heart of their holiday season, [SEP] because generally most people sort of lock down and don’t do very much.",1
"I mean I think, that's right, last time we talked about the 60 million monthly active users for Office 365 and that continues to grow. [SEP] And there's always lumpiness as well as increased deployment that happens once the users migrate, and we'll continue to track that and we'll continue to disclose those numbers as they come along. [SEP] I mean I think, that's right, last time we talked about the 60 million monthly active users for Office 365 and that continues to grow. [SEP] And there's always lumpiness as well as increased deployment that happens once the users migrate, and we'll continue to track that and we'll continue to disclose those numbers as they come along.",0
"And I think the best proxy for you really beyond any numbers we talk about in terms of monthly active is our capital, [SEP] because if you look at what we do, is we spend our capital only to really fuel the growth or to service the growth of usage across Office 365 and Azure, and you see that increasing [SEP] And I think the best proxy for you really beyond any numbers we talk about in terms of monthly active is our capital, [SEP] because if you look at what we do, is we spend our capital only to really fuel the growth or to service the growth of usage across Office 365 and Azure, and you see that increasing",0
"And I think the best proxy for you really beyond any numbers we talk about in terms of monthly active is our capital, [SEP] Even in Azure, we have things like EMS, we have our data services, even our developer services. [SEP] And I think the best proxy for you really beyond any numbers we talk about in terms of monthly active is our capital, [SEP] Even in Azure, we have things like EMS, we have our data services, even our developer services.",0
We're excited about the number of customers that are trying it and that all the value it offers. [SEP] I would just add that we did see that premium mix go up in Office 365 on the commercial side as you were noting. [SEP] We're excited about the number of customers that are trying it and that all the value it offers. [SEP] I would just add that we did see that premium mix go up in Office 365 on the commercial side as you were noting.,0
We're excited about the number of customers that are trying it and that all the value it offers. [SEP] And really E5's only been in market for the last month of the quarter.,1
We're excited about the number of customers that are trying it and that all the value it offers. [SEP] But I would expect that to be a longer term evolution as opposed to in Q2.,1
"We think when we expand geographically, existing customers will run more of their workloads on AWS. [SEP] Sometimes they have local latency concerns or security issues that require them to run things in their country, so that helps. [SEP] We think when we expand geographically, existing customers will run more of their workloads on AWS. [SEP] Sometimes they have local latency concerns or security issues that require them to run things in their country, so that helps.",0
"The impact on short-term is pretty much indistinguishable from the growth that we're seeing in our expansion of our base customers in our existing regions, so we don't see a large step-up from the addition of new regions relative to the large and rapid growth in the business itself. [SEP] But to your question about AWS, we actually see nine availability zones in four regions coming out in the next – in the coming year. [SEP] The impact on short-term is pretty much indistinguishable from the growth that we're seeing in our expansion of our base customers in our existing regions, so we don't see a large step-up from the addition of new regions relative to the large and rapid growth in the business itself. [SEP] But to your question about AWS, we actually see nine availability zones in four regions coming out in the next – in the coming year.",0
"You're absolutely right that one of the phenomena now is that pretty much anyone who is a customer of Azure is also in some form an ISV, and that's no longer just limited to people who are ""in the classic tech industry"" or the software business. [SEP] That's the same case with GE.",1
"You're absolutely right that one of the phenomena now is that pretty much anyone who is a customer of Azure is also in some form an ISV, and that's no longer just limited to people who are ""in the classic tech industry"" or the software business. [SEP] It's the same case with Boeing. [SEP] You're absolutely right that one of the phenomena now is that pretty much anyone who is a customer of Azure is also in some form an ISV, and that's no longer just limited to people who are ""in the classic tech industry"" or the software business. [SEP] It's the same case with Boeing.",0
"You're absolutely right that one of the phenomena now is that pretty much anyone who is a customer of Azure is also in some form an ISV, and that's no longer just limited to people who are ""in the classic tech industry"" or the software business. [SEP] It's the same case with Schneider Electric or ABB or any one of the customers we are working with because they all are taking some of their assets and converting them into SaaS applications on Azure.",1
And AppSource is a pretty major announcement for us [SEP] because we essentially created for SaaS applications and infrastructure applications a way to distribute their applications through us and our channel. [SEP] And AppSource is a pretty major announcement for us [SEP] because we essentially created for SaaS applications and infrastructure applications a way to distribute their applications through us and our channel.,0
"And we do expect material improvement in FY 2017, both from the benefits of scale and the investments we've made, but importantly also in the revenue trajectory we're seeing and the makeup of that revenue. [SEP] Boeing's agreement is one such agreement in terms of embedding a premium service at a premium gross margin.",1
"And we do expect material improvement in FY 2017, both from the benefits of scale and the investments we've made, but importantly also in the revenue trajectory we're seeing and the makeup of that revenue. [SEP] We signed many of those this quarter that we feel quite good about.",1
"The launch of Prime last year was a big turning point. [SEP] We've increased Prime selection by 75% since launching that nine months ago in India, also increased the fulfillment capacity for sellers by 26% this year.",1
"The launch of Prime last year was a big turning point. [SEP] On the content side, we've announced A-Team in the original TV series and we're customizing the content, so it's a really vast selection of local and global movies and TV shows that are available to the Indian public. [SEP] The launch of Prime last year was a big turning point. [SEP] On the content side, we've announced A-Team in the original TV series and we're customizing the content, so it's a really vast selection of local and global movies and TV shows that are available to the Indian public.",0
"The launch of Prime last year was a big turning point. [SEP] You'll also notice that the Fire TV Stick was – a new version of it was launched in India with some important features there such as the ability to search in Hindi and in English, free data usage for three months and also data monitoring, which is important there.",1
"We're spreading a lot of the Prime benefits that we see in North America to other countries. [SEP] We just opened up Amazon Fresh in Tokyo last weekend, but also Prime Now.",1
We're spreading a lot of the Prime benefits that we see in North America to other countries. [SEP] You saw other things like our business B2B business just opened up in the UK.,1
We're spreading a lot of the Prime benefits that we see in North America to other countries. [SEP] We have Amazon Devices.,1
"The other big influence is the same trends are happening in international with respect to FBA growth and the fact that our Amazon fulfill network, or the units we shipped, are growing at a much faster clip than our paid unit growth. [SEP] Last year we said that was a 40% – nearly 40% growth worldwide.",1
"The other big influence is the same trends are happening in international with respect to FBA growth and the fact that our Amazon fulfill network, or the units we shipped, are growing at a much faster clip than our paid unit growth. [SEP] So there's a lot going on in international.",1
"So, we are experimenting with a lot of formats. [SEP] I will say we do see a lot of opportunity with Whole Foods. [SEP] So, we are experimenting with a lot of formats. [SEP] I will say we do see a lot of opportunity with Whole Foods.",0
"So, we are experimenting with a lot of formats. [SEP] As I said, there will be a lot of work together between Prime Now, AmazonFresh, Whole Foods, Whole Foods products on the Amazon site, Amazon Lockers at the Whole Foods stores.",1
"So, we are experimenting with a lot of formats. [SEP] So, there will be a lot of integration, a lot of touch points and a lot of working together as we go forward.",1
"So, we are experimenting with a lot of formats. [SEP] And we think we'll be also developing new store formats and everything else just as we talked about in the past before Whole Foods.",1
"So, we are experimenting with a lot of formats. [SEP] Amazon Books stores, Amazon Go, and the opportunity that that technology presents. [SEP] So, we are experimenting with a lot of formats. [SEP] Amazon Books stores, Amazon Go, and the opportunity that that technology presents.",0
I think that Whole Foods really gives us a vast headstart on that and a great base. [SEP] And a great team to work with who has a lot of history and a lot of – they probably have 10 years to 20 years of learnings that we don't have and wouldn't have.,1
"Obviously, on the CapEx side, we've got a number of projects underway on the data center front. [SEP] So clearly on that front, we've got a lot of projects that are going to need ongoing funding going into 2017, so that we've got good visibility on.",1
"We've already invested in accelerating our recruiting efforts, so I wanted to highlight that. [SEP] That's primarily around technology, technical recruiting, software engineering, and we have a lot of opportunities that we see to invest in the long-term growth of the business.",1
"So that increment, that acceleration in desktop revenue growth is largely due to our efforts on reducing the impact of ad blocking. [SEP] On ad blocking, in terms of the impact, I would just point out that this quarter we had 18% year-over-year desktop revenue growth.",1
"So that increment, that acceleration in desktop revenue growth is largely due to our efforts on reducing the impact of ad blocking. [SEP] If you look at recent quarters, it was about half of that growth rate on a year-over-year basis. [SEP] So that increment, that acceleration in desktop revenue growth is largely due to our efforts on reducing the impact of ad blocking. [SEP] If you look at recent quarters, it was about half of that growth rate on a year-over-year basis.",0
"The way to think about that how is I look at – well, the way I would generally say it is you look at each of the KPIs we give. [SEP] And that's probably frankly been true a little bit longer than we talked about technically in terms of what goes off and what comes on given we've now got, as Satya said, 60 million users and more than that in terms of seats sold. [SEP] The way to think about that how is I look at – well, the way I would generally say it is you look at each of the KPIs we give. [SEP] And that's probably frankly been true a little bit longer than we talked about technically in terms of what goes off and what comes on given we've now got, as Satya said, 60 million users and more than that in terms of seats sold.",0
"The way to think about that how is I look at – well, the way I would generally say it is you look at each of the KPIs we give. [SEP] So the Office commercial business grew 5%. [SEP] The way to think about that how is I look at – well, the way I would generally say it is you look at each of the KPIs we give. [SEP] So the Office commercial business grew 5%.",0
"The way to think about that how is I look at – well, the way I would generally say it is you look at each of the KPIs we give. [SEP] It was negative 8%.",1
"And so it just depends year over year, but that's why the commercial is slightly harder to do it on [SEP] because there's some volatility in the ins and outs based on seasonality. [SEP] And so it just depends year over year, but that's why the commercial is slightly harder to do it on [SEP] because there's some volatility in the ins and outs based on seasonality.",0
"I think what you're asking is specifically for a transactional component when the old transactional component has gone. [SEP] But it's a very hard – but that's a component of the number, not the total.",1
"I think what you're asking is specifically for a transactional component when the old transactional component has gone. [SEP] But the way I would think about it is we are moving such a substantive piece of our EA business and with our annuity mix all up in commercial, up to 86% percent, we're feeling very good about our ability to transition people at LTV and grow the business overall at a very high level.",1
"The two big things that we're really focused on now in Watch are, within the Watch tab, also just making sure that the consumption isn't all just passive consumption and making it so that there are more two-way interactions between viewers and the creators and that we can help build community around that, [SEP] where we've built this great feature, Watch Party, that allows people to come together with their friends to watch different content and premiers.",1
"The two big things that we're really focused on now in Watch are, within the Watch tab, also just making sure that the consumption isn't all just passive consumption and making it so that there are more two-way interactions between viewers and the creators and that we can help build community around that, [SEP] It's a new feature that allows people to basically take a video and stream it live for the first time when it comes out.",1
"And that's just a big thing that we're continuing to focus on. [SEP] Then there's also the monetization side for creators, which is going to be really important for making it so that we have the content that people want to consume.",1
"And that's just a big thing that we're continuing to focus on. [SEP] We think that the more money that creators can make through Watch, there will be a virtuous cycle there.",1
"And the big thing that unlocked a lot of growth in Watch is we basically were able to move a bunch of the video-watching behavior to a different tab, where people intentionally go to the tab [SEP] because they want to watch a video and browse and see what's going on.",1
"So I don't feel like you'd expect any material change in those, Mark. [SEP] The standalone margins on the licensing business have been pretty stable just because transactionally, we understand and continue to bring down the fixed cost base there and any that's required. [SEP] So I don't feel like you'd expect any material change in those, Mark. [SEP] The standalone margins on the licensing business have been pretty stable just because transactionally, we understand and continue to bring down the fixed cost base there and any that's required.",0
"So e-commerce is one of our top categories of advertisers, and we are already driving a lot of product sales through Facebook but importantly, our e-commerce initiatives are really about connecting consumers with marketers so that they can buy from companies. [SEP] They're not buying through us.",1
"So e-commerce is one of our top categories of advertisers, and we are already driving a lot of product sales through Facebook but importantly, our e-commerce initiatives are really about connecting consumers with marketers so that they can buy from companies. [SEP] We are testing a buy button in the new shop section on pages, but again, that buy button is letting people buy directly from their advertisers, not from us. [SEP] So e-commerce is one of our top categories of advertisers, and we are already driving a lot of product sales through Facebook but importantly, our e-commerce initiatives are really about connecting consumers with marketers so that they can buy from companies. [SEP] We are testing a buy button in the new shop section on pages, but again, that buy button is letting people buy directly from their advertisers, not from us.",0
"We're looking at a wide range of content, and we're really working towards a revenue share model with creators. [SEP] We're certainly going to be seeding content to get the ecosystem going, but that's not about doing big deals.",1
"So when you say killer apps, the killer apps are how are customers able to reimagine how they think about customer engagement, how they think about employee empowerment or the operational efficiency, or how they can change the products and the business models and the products. [SEP] The best way to think about how people are using, whether it's Azure or Dynamics 365 or other capabilities we have, is in the context of that digital transformation and the outcome. [SEP] So when you say killer apps, the killer apps are how are customers able to reimagine how they think about customer engagement, how they think about employee empowerment or the operational efficiency, or how they can change the products and the business models and the products. [SEP] The best way to think about how people are using, whether it's Azure or Dynamics 365 or other capabilities we have, is in the context of that digital transformation and the outcome.",0
"So when you say killer apps, the killer apps are how are customers able to reimagine how they think about customer engagement, how they think about employee empowerment or the operational efficiency, or how they can change the products and the business models and the products. [SEP] And if you look at even the examples I used in this quarterly earnings call, Maersk and what they are trying to do across all of those is pretty transformative.",1
"So when you say killer apps, the killer apps are how are customers able to reimagine how they think about customer engagement, how they think about employee empowerment or the operational efficiency, or how they can change the products and the business models and the products. [SEP] There is IoT.",1
"So when you say killer apps, the killer apps are how are customers able to reimagine how they think about customer engagement, how they think about employee empowerment or the operational efficiency, or how they can change the products and the business models and the products. [SEP] There is new type of business process automation with operations.",1
"So when you say killer apps, the killer apps are how are customers able to reimagine how they think about customer engagement, how they think about employee empowerment or the operational efficiency, or how they can change the products and the business models and the products. [SEP] All of that is transforming Maersk.",1
"So when you say killer apps, the killer apps are how are customers able to reimagine how they think about customer engagement, how they think about employee empowerment or the operational efficiency, or how they can change the products and the business models and the products. [SEP] What thyssenkrupp has done in their Elevator business and other business units by using anything from HoloLens to a front-line worker to how they're fundamentally moving their business model from essentially the margin on the thing to the margin on the service, which has machine learning and AI built into it.",1
"So when you say killer apps, the killer apps are how are customers able to reimagine how they think about customer engagement, how they think about employee empowerment or the operational efficiency, or how they can change the products and the business models and the products. [SEP] And in that context, of course, they're lifting and shifting some of the older workloads, but they're modernizing the entire business process flow.",1
"Frankly, the numbers in those in terms of IT spend or intent to spend, they aren't much different than we've seen. [SEP] For me, what I think is missing in that question is really – it's not about any one customer saying wait, I'm going to spend 2% more or 3% more. [SEP] Frankly, the numbers in those in terms of IT spend or intent to spend, they aren't much different than we've seen. [SEP] For me, what I think is missing in that question is really – it's not about any one customer saying wait, I'm going to spend 2% more or 3% more.",0
"Frankly, the numbers in those in terms of IT spend or intent to spend, they aren't much different than we've seen. [SEP] These are companies actually deciding that the change is required, not from an infrastructure perspective, but to change how they're running their business itself.",1
"Frankly, the numbers in those in terms of IT spend or intent to spend, they aren't much different than we've seen. [SEP] And so things that used to look more to them like capital expense or COGS or not just an IT budget, this is literally changing every business process they run or changing the services they offer, and thinking about literally driving their revenue differently.",1
"Frankly, the numbers in those in terms of IT spend or intent to spend, they aren't much different than we've seen. [SEP] And so I don't really associate it probably as much with a quote-unquote, budget that sits in IT very narrowly.",1
"Frankly, the numbers in those in terms of IT spend or intent to spend, they aren't much different than we've seen. [SEP] This is really about every budget that sits not just in IT, but under every functional leader of a company being spent differently and being spent on our technology.",1
"On the MAU front, we're seeing very strong overall growth in terms of the 240 million-plus MAUs that we added. [SEP] And it also plays into the fact that we're seeing good growth in places like India, Mexico, Brazil, and others.",1
"If I was to point to – there's really no single driver, but I'll point to a few that contributed. [SEP] First, we're improving our Android experiences, and we've talked about the impact that Facebook Lite has had on that, just making easier registration processes, just making Android – our lightweight Android app easier to use.",1
"If I was to point to – there's really no single driver, but I'll point to a few that contributed. [SEP] Secondly, Mark talked about the internet.org efforts that we have. [SEP] If I was to point to – there's really no single driver, but I'll point to a few that contributed. [SEP] Secondly, Mark talked about the internet.org efforts that we have.",0
"If I was to point to – there's really no single driver, but I'll point to a few that contributed. [SEP] And then finally, we're seeing the introduction of low-priced data plans in markets like India and Mexico contributing. [SEP] If I was to point to – there's really no single driver, but I'll point to a few that contributed. [SEP] And then finally, we're seeing the introduction of low-priced data plans in markets like India and Mexico contributing.",0
And we're a company that believes in testing things and getting feedback from our community before we roll it out broadly. [SEP] So we already rolled out the first test of the new camera in Ireland. [SEP] And we're a company that believes in testing things and getting feedback from our community before we roll it out broadly. [SEP] So we already rolled out the first test of the new camera in Ireland.,0
And we're a company that believes in testing things and getting feedback from our community before we roll it out broadly. [SEP] We think we have a lot to learn.,1
"So we rolled out what we believe is a good experience in Ireland. [SEP] And rather than just relying on our own intuition, although we do rely on that a lot, we will try to put it out in the market and get feedback and then roll it out from there.",1
So we rolled out what we believe is a good experience in Ireland. [SEP] They were the first part of the community to get access to these new features. [SEP] So we rolled out what we believe is a good experience in Ireland. [SEP] They were the first part of the community to get access to these new features.,0
"And then from there, we'll start to roll it out broadly across the world, hopefully sooner rather than later. [SEP] Same thing on the Messenger side, as I mentioned, these products around my day, it's a similar video medium to Instagram Stories and a similar camera to what we're building in the Facebook app as well.",1
"And then from there, we'll start to roll it out broadly across the world, hopefully sooner rather than later. [SEP] And that we rolled out in a few countries as well.",1
"We obviously feel good about the business during the December quarter. [SEP] And from what you’ve seen from our guidance for the March quarter, we’re guiding to a growth in OpEx on a year-over-year basis that is similar to what we’ve experienced during the course of the December quarter. [SEP] We obviously feel good about the business during the December quarter. [SEP] And from what you’ve seen from our guidance for the March quarter, we’re guiding to a growth in OpEx on a year-over-year basis that is similar to what we’ve experienced during the course of the December quarter.",0
"We obviously feel good about the business during the December quarter. [SEP] Our revenue exceeded in terms of growth, our growth in operating expenses.",1
We obviously feel good about the business during the December quarter. [SEP] There's going to be quarters where the opposite is going to happen.,1
We obviously feel good about the business during the December quarter. [SEP] It’s among the lowest ratios that we’ve ever had. [SEP] We obviously feel good about the business during the December quarter. [SEP] It’s among the lowest ratios that we’ve ever had.,0
We obviously feel good about the business during the December quarter. [SEP] Our expense to revenue ratio during the December quarter was that 7.4%. [SEP] We obviously feel good about the business during the December quarter. [SEP] Our expense to revenue ratio during the December quarter was that 7.4%.,0
We obviously feel good about the business during the December quarter. [SEP] It was the lowest that we’ve had in two years.,1
"And so the idea for us is to continue to invest in the business, making the right trade-offs and the results from the December quarter give us very good confidence for the future. [SEP] We’ve taken our brand to more places and we continue to open new retail stores around the world. [SEP] And so the idea for us is to continue to invest in the business, making the right trade-offs and the results from the December quarter give us very good confidence for the future. [SEP] We’ve taken our brand to more places and we continue to open new retail stores around the world.",0
"And so the idea for us is to continue to invest in the business, making the right trade-offs and the results from the December quarter give us very good confidence for the future. [SEP] We’re expanding distribution all over the world.",1
"And so I think 100% is not the logical answer. [SEP] There will always be somebody who chooses to purchase on a one-time basis, or there's a logic to it",1
"Overall, business process collaborations, communications, these category boundaries are things that I believe are going to change. [SEP] I've always felt that in some sense, most of the time we even automate business processes, but we spend really getting our business done in our communication and collaboration tools.",1
"Overall, business process collaborations, communications, these category boundaries are things that I believe are going to change. [SEP] And this impedance is something that I've always dreamt of how do we go forward.",1
"Overall, business process collaborations, communications, these category boundaries are things that I believe are going to change. [SEP] And CRM has taken our own Dynamics product, has taken some pretty unique approaches. [SEP] Overall, business process collaborations, communications, these category boundaries are things that I believe are going to change. [SEP] And CRM has taken our own Dynamics product, has taken some pretty unique approaches.",0
"Overall, business process collaborations, communications, these category boundaries are things that I believe are going to change. [SEP] And quite frankly, I was the one who opened up our communications and collaborations for other CRM vendors.",1
"One of the things that I'm very explicit about is we will have an open platform for other business process applications [SEP] because it's a very fragmented market the world over, especially if you add SMB [SEP] One of the things that I'm very explicit about is we will have an open platform for other business process applications [SEP] because it's a very fragmented market the world over, especially if you add SMB",0
"And in the last year, we just added more focus and we put more selling capacity around it, more marketing capacity, and now for the mainstream that's across Microsoft [SEP] because I'm a big believer in this because I think we have something unique to add.",1
"As opposed to driving our own top line/bottom line growth, I think we can bring real innovation, and that's what is exciting to see. [SEP] And it's not just CRM. [SEP] As opposed to driving our own top line/bottom line growth, I think we can bring real innovation, and that's what is exciting to see. [SEP] And it's not just CRM.",0
"As opposed to driving our own top line/bottom line growth, I think we can bring real innovation, and that's what is exciting to see. [SEP] I'm actually excited about our ERP business.",1
"And when I think about data as the new currency, we have lots of managed seats and a lot of data which all will move to the cloud. [SEP] And so things like Power BI and Cortana Analytics can help customers transform. [SEP] And when I think about data as the new currency, we have lots of managed seats and a lot of data which all will move to the cloud. [SEP] And so things like Power BI and Cortana Analytics can help customers transform.",0
"And when I think about data as the new currency, we have lots of managed seats and a lot of data which all will move to the cloud. [SEP] So in fact, that's one of the reasons why we have been very optimistic about some of our new data capabilities because we have the attach capability go out even in the install base of Dynamics.",1
We're focusing more on shorter-form content to start. [SEP] So the thesis that we have now is that there were different parts of short-term content.,1
We're focusing more on shorter-form content to start. [SEP] There is the type of content that people will produce socially for friends. [SEP] We're focusing more on shorter-form content to start. [SEP] There is the type of content that people will produce socially for friends.,0
"We're focusing more on shorter-form content to start. [SEP] But there's also a whole class of premium content that the creators need to get paid a good amount in order to support the creation of that content, and we need to be able to support that with a business model, which we're working on through ads to fund that.",1
"Over the longer term, I think as that works, people will experiment with longer forms of video as well and all kinds of different things. [SEP] But that, I think, is the primary focus for the foreseeable future. [SEP] Over the longer term, I think as that works, people will experiment with longer forms of video as well and all kinds of different things. [SEP] But that, I think, is the primary focus for the foreseeable future.",0
"The first question around is there anything structural or different in that server product line, really it has been and is that transactional component. [SEP] We continue to see the annuity growth. [SEP] The first question around is there anything structural or different in that server product line, really it has been and is that transactional component. [SEP] We continue to see the annuity growth.",0
"The first question around is there anything structural or different in that server product line, really it has been and is that transactional component. [SEP] We continue to see the growth through Azure and the offset to that has been the transactional business. [SEP] The first question around is there anything structural or different in that server product line, really it has been and is that transactional component. [SEP] We continue to see the growth through Azure and the offset to that has been the transactional business.",0
"The first question around is there anything structural or different in that server product line, really it has been and is that transactional component. [SEP] But overall, continuing to see the renewals we've seen, continue to see the cloud growth we've seen, I'm not sure I think of it as a fundamental trajectory change outside of that component we discussed. [SEP] The first question around is there anything structural or different in that server product line, really it has been and is that transactional component. [SEP] But overall, continuing to see the renewals we've seen, continue to see the cloud growth we've seen, I'm not sure I think of it as a fundamental trajectory change outside of that component we discussed.",0
"In terms of overall, rough orders of magnitude, the Intelligent Cloud segment has the least exposure to the transactional business. [SEP] It's still less than 20%. [SEP] In terms of overall, rough orders of magnitude, the Intelligent Cloud segment has the least exposure to the transactional business. [SEP] It's still less than 20%.",0
"In terms of overall, rough orders of magnitude, the Intelligent Cloud segment has the least exposure to the transactional business. [SEP] But that 20%, right, lends itself in-quarter to the volatility you see. [SEP] In terms of overall, rough orders of magnitude, the Intelligent Cloud segment has the least exposure to the transactional business. [SEP] But that 20%, right, lends itself in-quarter to the volatility you see.",0
"And on a longer-term bigger basis, the continued growth of Prime, the continued selection expansion, is helping with the unit's growth there. [SEP] But we did see, certainly saw some additional units as a result of Prime Day.",1
"So we're very excited about what we're seeing there. [SEP] We continue to see really strong usage growth across the board, and it's coming from customers of all sizes.",1
"So we're very excited about what we're seeing there. [SEP] We also have recently announced that Aurora, which is our new database software, is our fastest-growing service ever.",1
"So we're very excited about what we're seeing there. [SEP] So for a long time, we talked about Redshift, and Aurora has now outpaced that.",1
"So Mark, I can't comment on the derive number, but I can say that FBA continues to grow really well, it’s become a bigger and bigger part of our third party mix over the years [SEP] I think we gave you an update in Q4 that it was more than 40% of our third party units.",1
So we think it's a very meaningful increase for all the investors that value income. [SEP] We're increasing it by 16%. [SEP] So we think it's a very meaningful increase for all the investors that value income. [SEP] We're increasing it by 16%.,0
"We believe the stock is undervalued and so we have a bias towards the buyback. [SEP] Obviously, when we come down to capital allocation decisions, we obviously also keep in mind that the opportunity for us to do some M&A activities which we do in an ongoing basis.",1
"We believe the stock is undervalued and so we have a bias towards the buyback. [SEP] But when it comes down between dividends and buyback, our view is that for a variety of reasons we see a lot of value in the stock. [SEP] We believe the stock is undervalued and so we have a bias towards the buyback. [SEP] But when it comes down between dividends and buyback, our view is that for a variety of reasons we see a lot of value in the stock.",0
"As you've seen from our track record during the last five years, we will do it at a very fast pace but we also want to do it efficiently. [SEP] We want to make sure that we buy back the stock at the right time.",1
"We expected a step up in 2019. [SEP] We didn't see as much of it in Q1, mainly because of the timing of the seasonality of the year and getting things going.",1
We expected a step up in 2019. [SEP] We’re seeing more of it in Q2 and we'll see it through the remainder of the year.,1
"And so, we've been able to grow without the market growing. [SEP] If you take iPhone out of the market number, the certain market x iPhone actually contracted slightly.",1
"And so, we've been able to grow without the market growing. [SEP] If you look at China, we grew from an iPhone point of view, Greater China, we grew 87% the market grew for. [SEP] And so, we've been able to grow without the market growing. [SEP] If you look at China, we grew from an iPhone point of view, Greater China, we grew 87% the market grew for.",0
"And so, we've been able to grow without the market growing. [SEP] iPhone 6 was the number one selling smartphone in Mainland, China last quarter and iPhone 6 Plus was number three.",1
"That said, I don't think it’s growing as fast as it was, but I also don't think that Apple's results are largely dependent on minor changes than growth. [SEP] The sort of the economic question which I know there's a bit lot of attention on, frankly, if I were to shut off my web and shut off the TV and just look how many customers are coming in our stores regardless to whether they're buying, how many people are coming online, and in addition looking at our sales trend, I wouldn't know if there was any economic issue at all in China. [SEP] That said, I don't think it’s growing as fast as it was, but I also don't think that Apple's results are largely dependent on minor changes than growth. [SEP] The sort of the economic question which I know there's a bit lot of attention on, frankly, if I were to shut off my web and shut off the TV and just look how many customers are coming in our stores regardless to whether they're buying, how many people are coming online, and in addition looking at our sales trend, I wouldn't know if there was any economic issue at all in China.",0
"That said, I don't think it’s growing as fast as it was, but I also don't think that Apple's results are largely dependent on minor changes than growth. [SEP] But I just think that the area that it's currently operating within, it's hard to tell the difference of the consumer level for us.",1
"That said, I don't think it’s growing as fast as it was, but I also don't think that Apple's results are largely dependent on minor changes than growth. [SEP] I mean, you really can't tell the difference, if you look at sort of our daily and weekly numbers.",1
"So it strikes me as inevitable that that progression will continue. [SEP] So on virtual reality here, I think the big picture is that every 10 to 15 years or so there is a major new computing paradigm, right, whether that's DOS and then Windows and kind of desktop UI and then web browsers and now mobile phones and apps.",1
"So it strikes me as inevitable that that progression will continue. [SEP] And each one gets to be more natural to interact with, more natural gestures for controlling, more immersive, more portable.",1
"So we're investing a lot in this [SEP] because, frankly, we haven't to date been a hardware company or an operating system company. [SEP] So we're investing a lot in this [SEP] because, frankly, we haven't to date been a hardware company or an operating system company.",0
"So I really am very committed to this idea of making sure that the next platform reflects those values that Facebook stands for. [SEP] One of my great regrets in how we've run the company so far is I feel like we didn't get to shape the way that mobile platforms developed as much as would be good because they were developed contemporaneously with Facebook early on, right.",1
So I really am very committed to this idea of making sure that the next platform reflects those values that Facebook stands for. [SEP] We were really small company at that point.,1
So I really am very committed to this idea of making sure that the next platform reflects those values that Facebook stands for. [SEP] So that just wasn't a thing that we were working on. [SEP] So I really am very committed to this idea of making sure that the next platform reflects those values that Facebook stands for. [SEP] So that just wasn't a thing that we were working on.,0
So I really am very committed to this idea of making sure that the next platform reflects those values that Facebook stands for. [SEP] It shouldn't be designed around apps. [SEP] So I really am very committed to this idea of making sure that the next platform reflects those values that Facebook stands for. [SEP] It shouldn't be designed around apps.,0
So I really am very committed to this idea of making sure that the next platform reflects those values that Facebook stands for. [SEP] It should be designed around our relationships because that's what matters to people. [SEP] So I really am very committed to this idea of making sure that the next platform reflects those values that Facebook stands for. [SEP] It should be designed around our relationships because that's what matters to people.,0
So I really am very committed to this idea of making sure that the next platform reflects those values that Facebook stands for. [SEP] And that's not the world we're on on mobile.,1
"And frankly over time and watching, I think both the creativity and the pace of innovation we’ve seen coming out of our engineering teams particularly in Azure and Office 365 and our CRM team online, I actually even have more confidence in our ability to attach and grow that gross profit over time. [SEP] So, even though obviously it comes at a little lower gross margin percentage, our ability to add workloads, add premium services and to increase our overall footprint inside a customer is really where the life time value goes up.",1
"Number one I would say, we have - when we have seen an opportunity to invest, we have not really waited for tax reform to do that. [SEP] Our opportunity, the TAM, really the once-in-a-lifetime opportunity is really the technical transition and digital transformation that's occurring now. [SEP] Number one I would say, we have - when we have seen an opportunity to invest, we have not really waited for tax reform to do that. [SEP] Our opportunity, the TAM, really the once-in-a-lifetime opportunity is really the technical transition and digital transformation that's occurring now.",0
"Number one I would say, we have - when we have seen an opportunity to invest, we have not really waited for tax reform to do that. [SEP] And so, we've invested to make that happen.",1
"Number one I would say, we have - when we have seen an opportunity to invest, we have not really waited for tax reform to do that. [SEP] We made acquisitions when they made sense.",1
"Number one I would say, we have - when we have seen an opportunity to invest, we have not really waited for tax reform to do that. [SEP] We have used the capital markets and the debt market to fund those to make sure that we made the right investments to grow our business. [SEP] Number one I would say, we have - when we have seen an opportunity to invest, we have not really waited for tax reform to do that. [SEP] We have used the capital markets and the debt market to fund those to make sure that we made the right investments to grow our business.",0
"Number one I would say, we have - when we have seen an opportunity to invest, we have not really waited for tax reform to do that. [SEP] And so for us, we also didn't wait when we thought about capital return. [SEP] Number one I would say, we have - when we have seen an opportunity to invest, we have not really waited for tax reform to do that. [SEP] And so for us, we also didn't wait when we thought about capital return.",0
"Number one I would say, we have - when we have seen an opportunity to invest, we have not really waited for tax reform to do that. [SEP] And we've been on that path for a number of years. [SEP] Number one I would say, we have - when we have seen an opportunity to invest, we have not really waited for tax reform to do that. [SEP] And we've been on that path for a number of years.",0
