,Unnamed: 0,ann_id,ann_file_id,ann_file,argQ_id,claim_id,claim_text,claim_label,claim_first_carach_pos,claim_last_carach_pos,relation_ids,relation_types,premise_ids,premise_labels,premise_first_carach_pos,premise_last_carach_pos,premise_texts,SPECIFIC,PERSUASIVE,STRONG,OBJECTIVE,TEMPORALHISTORY,global_arg_id,valid,nbr_ATTACK,nbr_SUPPORT,nbr_PREMISE_Fact,nbr_PREMISE_Hypothesis,nbr_PREMISE_Other,nbr_PREMISE_RealExample,nbr_PREMISE_Statistic,nbr_tokens_per_premises_list,nbr_sentences_per_premises_list,nbr_sentences_per_claim,nbr_tokens_per_claim,year,quarter,nbr_premises,company_name,nbr_sentences_per_argument,nbr_tokens_per_argument,sum_nbr_tokens_per_premises_list,sum_nbr_sentences_per_premises_list,nbr_CLAIM-Opinion(view),nbr_CLAIM-Fact,nbr_CLAIM-Value,nbr_CLAIM-Other,nbr_CLAIM-Policy
1167,1167,8,AMZN_Q4_2015_17352_8,AMZN_Q4_2015_17352,ArgQ0,LALsZ5SqZy,"But generally, again, we're happy with the ability to service customers, the reaction of customers in Q4, and the bottom line results that we had.",CLAIM-Opinion(view),1604,1750,"['R0', 'R1']","['SUPPORT', 'SUPPORT']","['eCmLrKGPst', 'HWeSqwOZKG']","['PREMISE-Statistic', 'PREMISE-Statistic']","['1366', '1126']","['1551', '1365']","['If you look sequentially, also keep in mind that in Q3 when it was up 500 basis points year-over-year, that was lapping the write-down of our Amazon phone [ph] inventory the prior year.', ""On gross margin, I would - first I'll caution you and say, we would encourage you to look at free cash flow, which was – grew at minimum of $4 billion on each of the metrics that we point out and our profit which was up 88% year-over-year.""]",1,1,1,1,2,AMZN_Q4_2015_17352_ArgQ0,1.0,0,2,0,0,0,0,2,"[38, 55]","[1, 1]",1,31,2015,Q4,2,AMZN,3,124,93,2,1,0,0,0,0
1168,1168,8,AMZN_Q4_2015_17352_8,AMZN_Q4_2015_17352,ArgQ1,5tCtudcjx6,"It just we are now shipping more and more of our, other demand out of our warehouses, because of the strength in retail and FBA.",CLAIM-Fact,997,1125,['R2'],['SUPPORT'],['NjJ1a2ZSOQ'],['PREMISE-Fact'],['927'],['996'],['But our fulfillment costs per unit actually decreased year-over-year.'],1,0,1,1,-1,AMZN_Q4_2015_17352_ArgQ1,1.0,0,1,1,0,0,0,0,[10],[1],1,28,2015,Q4,1,AMZN,2,38,10,1,0,1,0,0,0
1169,1169,7,AAPL_Q2_2017_18827_7,AAPL_Q2_2017_18827,ArgQ0,FBR24WaWAy,"And so if you look on a year-over-year basis, which is primarily what we look at from a unit point of view because it would have the seasonality embedded in that, we grew sell-through on a year-over-year basis.",CLAIM-Fact,3622,3832,['R0'],['SUPPORT'],['0XZ_Rt6sCC'],['PREMISE-Statistic'],['3554'],['3621'],"['In this quarter, we reduced channel inventory by 1.2 million units.']",1,1,1,1,3,AAPL_Q2_2017_18827_ArgQ0,1.0,0,1,0,0,0,0,1,[13],[1],1,41,2017,Q2,1,AAPL,2,54,13,1,0,1,0,0,0
1170,1170,7,AAPL_Q2_2017_18827_7,AAPL_Q2_2017_18827,ArgQ1,uTZ3xIMlJL,"And so in four of the five operating segments, as I think Luca mentioned in his comments, we had very good growth.",CLAIM-Fact,4438,4552,"['R1', 'R2']","['SUPPORT', 'SUPPORT']","['hdq1TRTCHQ', 'F3sJNG87Op']","['PREMISE-Fact', 'PREMISE-Fact']","['4142', '4320']","['4319', '4437']","['In terms of upgraders, we saw the largest absolute number of upgraders ever in any six-month period in the first half of this year, first half of this fiscal year to be precise.', ""And we saw the largest absolute number of switchers outside of Greater China in the same period that we've ever seen.""]",1,1,1,0,1,AAPL_Q2_2017_18827_ArgQ1,1.0,0,2,2,0,0,0,0,"[36, 23]","[1, 1]",1,25,2017,Q2,2,AAPL,3,84,59,2,0,1,0,0,0
1171,1171,7,AAPL_Q2_2017_18827_7,AAPL_Q2_2017_18827,ArgQ2,esVZp-oUfd,And so I don't believe that a – I don't believe anyone is going to decide to enjoin the iPhone based on that.,CLAIM-Opinion(view),1065,1174,"['R3', 'R4', 'R5']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['flWpSDnA60', 'dKFbOmTzyS', '0DvkNaILdI']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Other']","['764', '1019', '1175']","['907', '1064', '1253']","['Anyone that has a standards-essential patent has a responsibility to offer it to everyone that would like it under what are called FRAND terms.', 'Qualcomm has not made such an offer to Apple.', ""I think that there's plenty of case law around that subject, but we shall see.""]",2,2,1,1,-1,AAPL_Q2_2017_18827_ArgQ2,1.0,0,3,2,0,1,0,0,"[25, 10, 18]","[1, 1, 1]",1,26,2017,Q2,3,AAPL,4,79,53,3,1,0,0,0,0
1172,1172,7,AAPL_Q2_2017_18827_7,AAPL_Q2_2017_18827,ArgQ3,H4FKY09TZl,"And so at this point, we need the courts to decide that.",CLAIM-Policy,1522,1578,"['R6', 'R7', 'R8']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['E1k4KuIpj3', 'FcQUU6oBTj', 'BCQEPMxHWj']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Other']","['1254', '1364', '1396']","['1363', '1395', '1521']","[""In terms of why we're withholding royalties, you can't pay something when there's a dispute about the amount."", ""You don't know how much to pay."", ""And so they think we owe some amount, we think we owe a different amount, and there hasn't been a meeting of the minds there.""]",1,2,1,1,-1,AAPL_Q2_2017_18827_ArgQ3,1.0,0,3,2,0,1,0,0,"[23, 9, 29]","[1, 1, 1]",1,14,2017,Q2,3,AAPL,4,75,61,3,0,0,0,0,1
1173,1173,7,AAPL_Q2_2017_18827_7,AAPL_Q2_2017_18827,ArgQ4,Yln226TvLm,"And they do some really great work around standards-essential patents, but it's one small part of what an iPhone is.",CLAIM-Fact,1852,1968,['R9'],['SUPPORT'],['itnJLyvUY7'],['PREMISE-RealExample'],['1969'],['2084'],"[""It's not – it has nothing do with the display or the Touch ID or a gazillion other innovations that Apple has done.""]",1,1,1,1,-1,AAPL_Q2_2017_18827_ArgQ4,1.0,0,1,0,0,0,1,0,[25],[1],1,23,2017,Q2,1,AAPL,2,48,25,1,0,1,0,0,0
1174,1174,9,AMZN_Q3_2015_17333_9,AMZN_Q3_2015_17333,ArgQ0,2RmCFZ4BLK,We're taking a very long-term view on this business.,CLAIM-Fact,1088,1140,['R0'],['SUPPORT'],['zWpZNWFUkW'],['PREMISE-Fact'],['924'],['1087'],"[""This is a young and rapidly growing business, and as you've seen looking backwards, certainly growth rates and margins and capital expenditure timing can be bumpy.""]",2,1,1,1,-1,AMZN_Q3_2015_17333_ArgQ0,1.0,0,1,1,0,0,0,0,[30],[1],1,11,2015,Q3,1,AMZN,2,41,30,1,0,1,0,0,0
1175,1175,9,AMZN_Q3_2015_17333_9,AMZN_Q3_2015_17333,ArgQ1,iVno7nApF3,"On the CapEx, again, we're focused on the ability to drive efficiencies across all of Amazon, but we're also certainly investing in growth.",CLAIM-Fact,1531,1670,"['R1', 'R2']","['SUPPORT', 'SUPPORT']","['0YXYGFylpZ', '6ByLOaru9D']","['PREMISE-Fact', 'PREMISE-Fact']","['1671', '1811']","['1810', '1984']","[""And so, on the AWS side, we've got investment going on around the world, certainly additional servers to support the strong growth we have."", ""And some of the expense for things like data centers or new regions can be a little lumpy, and we've mentioned a couple of new regions we're working on throughout the world.""]",2,2,2,1,-1,AMZN_Q3_2015_17333_ArgQ1,1.0,0,2,2,0,0,0,0,"[29, 36]","[1, 1]",1,29,2015,Q3,2,AMZN,3,94,65,2,0,1,0,0,0
1176,1176,9,AMZN_Q3_2015_17333_9,AMZN_Q3_2015_17333,ArgQ2,Wdjt6mVTvK,"We're staffing earlier in those locations, we're in good shape for the holidays and ready to go.",CLAIM-Fact,2514,2610,"['R3', 'R4', 'R5', 'R6', 'R7']","['SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']","['V21of25e5x', 'oPoznyUEV2', 'sNRVMv9h5I', 'hMY6Usqt68', 'oVYDNOt-gl']","['PREMISE-Statistic', 'PREMISE-Fact', 'PREMISE-Statistic', 'PREMISE-Statistic', 'PREMISE-Statistic']","['2081', '2158', '2205', '2324', '2440']","['2157', '2204', '2323', '2439', '2513']","['Headcount was up 49% year-over-year, which is higher than Q2 – we saw in Q2.', 'This is going to be primarily in our ops area.', ""If you exclude ops-related employees, our head count's growing actually slower than our FX neutral growth rate of 30%."", ""So, what's going on in ops is we've added 14 net fulfillment centers this year, bringing the total to 123 globally."", ""We've added four sort centers in the U.S., bringing U.S. footprint to 23.""]",2,2,2,0,-1,AMZN_Q3_2015_17333_ArgQ2,1.0,0,5,1,0,0,0,4,"[18, 11, 23, 26, 16]","[1, 1, 1, 1, 1]",1,21,2015,Q3,5,AMZN,6,115,94,5,0,1,0,0,0
1177,1177,9,AMZN_Q3_2015_17333_9,AMZN_Q3_2015_17333,ArgQ3,ujpX3D2FQz,So it is a little bit higher due to that program.,CLAIM-Fact,2800,2849,"['R8', 'R9']","['SUPPORT', 'SUPPORT']","['6jLaxEpKdV', '5BWEgIJamH']","['PREMISE-Fact', 'PREMISE-Fact']","['2611', '2751']","['2750', '2799']","['The other issue is there, the other reason is that we are also doing a lot of conversion of temp workers to full-time workers purposefully.', 'There is a metric employment of full-time hires.']",2,1,1,1,-1,AMZN_Q3_2015_17333_ArgQ3,1.0,0,2,2,0,0,0,0,"[27, 9]","[1, 1]",1,12,2015,Q3,2,AMZN,3,48,36,2,0,1,0,0,0
1178,1178,8,AMZN_Q4_2015_17349_8,AMZN_Q4_2015_17349,ArgQ0,A9G6FPz3mr,And generally what we find is that price is important.,CLAIM-Opinion(view),829,883,"['R0', 'R1']","['SUPPORT', 'SUPPORT']","['nJAgaWMV1M', 'FQ2-sADt-W']","['PREMISE-Statistic', 'PREMISE-Fact']","['764', '674']","['828', '763']","['It was our 51st price reduction since we launched AWS years ago.', 'As far as pricing is concerned, we had a price reduction in January for our EC2 services.']",1,1,1,1,3,AMZN_Q4_2015_17349_ArgQ0,1.0,0,2,1,0,0,0,1,"[13, 19]","[1, 1]",1,11,2015,Q4,2,AMZN,3,43,32,2,1,0,0,0,0
1179,1179,8,AMZN_Q4_2015_17349_8,AMZN_Q4_2015_17349,ArgQ1,K2rFFINp4n,We'll say we're - it's been very strong.,CLAIM-Fact,553,593,['R2'],['SUPPORT'],['Mk2jxJzlvT'],['PREMISE-Statistic'],['594'],['673'],"['And AWS revenue is on a, just short of a $10 billion run rate at the end of Q4.']",1,1,1,1,3,AMZN_Q4_2015_17349_ArgQ1,1.0,0,1,0,0,0,0,1,[22],[1],1,12,2015,Q4,1,AMZN,2,34,22,1,0,1,0,0,0
1180,1180,8,AMZN_Q4_2015_17349_8,AMZN_Q4_2015_17349,ArgQ2,aFRboRCWfO,So we feel we have a lead in this space and we don't take it for granted and we want to serve customers better each year.,CLAIM-Opinion(view),1110,1231,"['R3', 'R4']","['SUPPORT', 'SUPPORT']","['4Cr0Kj8EhG', '4ezPZDfo86']","['PREMISE-Statistic', 'PREMISE-Statistic']","['884', '1005']","['1004', '1109']","['But so is speed and agility for customers and the ability to deliver services and features that were beneficial to them.', 'I will point out that we added 722 new features and services in 2015 and that was up 40% year-over-year.']",1,1,1,1,3,AMZN_Q4_2015_17349_ArgQ2,1.0,0,2,0,0,0,0,2,"[22, 22]","[1, 1]",1,28,2015,Q4,2,AMZN,3,72,44,2,1,0,0,0,0
1181,1181,9,FB_Q2_2015_17225_9,FB_Q2_2015_17225,ArgQ0,VdSDGHYJr4,"We're seeing investment, we're investing in the audience network and we think it's important",CLAIM-Opinion(view),405,497,"['R0', 'R1', 'R2']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['o9Msc47Mij', 'ZCJ3zJrp4t', 'QSy37lKN50']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact']","['498', '549', '647']","['548', '646', '767']","['because it takes – it makes the ads more relevant.', ""It's part of our overall ad tech push to bring the effectiveness and relevance of our ads off us."", ""We're growing the number of advertisers and publishers, and we're continuing to see growth and we'll continue to invest.""]",2,2,2,1,-1,FB_Q2_2015_17225_ArgQ0,1.0,0,3,3,0,0,0,0,"[11, 21, 24]","[1, 1, 1]",1,18,2015,Q2,3,FB,4,74,56,3,1,0,0,0,0
1182,1182,9,FB_Q2_2015_17225_9,FB_Q2_2015_17225,ArgQ1,8YeI2N-uTs,"When you think about mobile app install ads, those are an important but relatively small part of our revenue.",CLAIM-Fact,768,877,"['R3', 'R4', 'R5']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['X5_sv8LDiS', 'cKTw7kxF6U', 'q_opoLy7PG']","['PREMISE-Fact', 'PREMISE-RealExample', 'PREMISE-Fact']","['878', '1006', '1183']","['1005', '1182', '1436']","[""The important thing to understand here is that they're not only used by developers, they're used by all four marketer segments."", 'So for example, HBO used our video retargeting mobile app install ads on Facebook to drive downloads at HBO now, and Facebook is now the number one channel driving subscribers.', ""And I think when people think about our mobile app install ads they often think this only applies to developers and small companies, and really it's them as well but it's also companies like HBO which are using those ads to drive adoption and downloads.""]",2,2,2,1,-1,FB_Q2_2015_17225_ArgQ1,1.0,0,3,2,0,0,1,0,"[25, 33, 49]","[1, 1, 1]",1,21,2015,Q2,3,FB,4,128,107,3,0,1,0,0,0
1183,1183,6,MSFT_Q3_2016_17176_6,MSFT_Q3_2016_17176,ArgQ0,uoilJY-MMk,"So we feel very good about that, which is users with in terms of coverage and usage.",CLAIM-Opinion(view),1175,1259,"['R0', 'R1', 'R3']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['j8tBzTU8pC', '_XC1AvhULv', 'TPSO-xrq3C']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact']","['1007', '1108', '856']","['1107', '1174', '1006']","['And I talked about how the mobile end points has been growing and the mobile usage has been growing.', 'I also talked about the 70 million monthly active users of Office.', 'Overall the thing that we are most focused on with Office 365 is how do we make sure that we have the Office 365 end points everywhere and good usage.']",2,1,1,1,-1,MSFT_Q3_2016_17176_ArgQ0,1.0,0,3,3,0,0,0,0,"[20, 13, 31]","[1, 1, 1]",1,19,2016,Q3,3,MSFT,4,83,64,3,1,0,0,0,0
1184,1184,6,MSFT_Q3_2016_17176_6,MSFT_Q3_2016_17176,ArgQ1,oP7wU37dVD,"The other thing that I am also sort of excited about when it comes to Office 365 is for the first time, we're opening up Office 365 not just as a end-user and a enterprise tool in the service, but as a developer platform",CLAIM-Fact,1730,1950,['R2'],['SUPPORT'],['hFh-H45kT7'],['PREMISE-Other'],['1952'],['2190'],"['In its own right, we think of Office as perhaps one of the most strategic developer assets we have and with the Microsoft Graph API and what we see as activity around it, we think about the platform effects of that as also being very key.']",1,2,1,0,-1,MSFT_Q3_2016_17176_ArgQ1,1.0,0,1,0,0,1,0,0,[49],[1],1,47,2016,Q3,1,MSFT,2,96,49,1,0,1,0,0,0
1185,1185,6,MSFT_Q3_2016_17176_6,MSFT_Q3_2016_17176,ArgQ2,mG3nMDdWIH,The next place where we are very focused on is really the new scenarios and E5 is obviously a big element of it.,CLAIM-Fact,1260,1372,"['R4', 'R5']","['SUPPORT', 'SUPPORT']","['d-L8EwjX_5', 'WoNOZ3a3uK']","['PREMISE-Fact', 'PREMISE-Fact']","['1373', '1435']","['1434', '1543']","['I talked about in some detail the security value proposition.', ""That is really showing a lot of good traction for us, but we're also seeing traction in analytics and voice.""]",2,2,2,1,-1,MSFT_Q3_2016_17176_ArgQ2,1.0,0,2,2,0,0,0,0,"[11, 23]","[1, 1]",1,24,2016,Q3,2,MSFT,3,58,34,2,0,1,0,0,0
1186,1186,6,MSFT_Q3_2016_17176_6,MSFT_Q3_2016_17176,ArgQ3,1GYJN38s0_,"Again, I think the way that shows itself in our financial results is you'd expect to continue to see the strong mix shift to the cloud.",CLAIM-Opinion(view),2304,2439,"['R6', 'R7']","['SUPPORT', 'SUPPORT']","['uyfltpitLb', 'Jgl6J7x-Z6']","['PREMISE-Other', 'PREMISE-Other']","['2440', '2670']","['2669', '2887']","[""You'd expect to continue to see installed base growth as even some of the items I've talked about have more relevance and continue to make us the value prop higher even in small business, which is where you've seen the user adds."", 'I would continue to expect to see ARPU growth as we see E5 have its impact through the year and so think about these same dynamics still for us where we focus on new users and ARPU increases as we shift to Office 365.']",2,1,1,0,-1,MSFT_Q3_2016_17176_ArgQ3,1.0,0,2,0,0,2,0,0,"[47, 45]","[1, 1]",1,29,2016,Q3,2,MSFT,3,121,92,2,1,0,0,0,0
1187,1187,7,FB_Q4_2018_17709_7,FB_Q4_2018_17709,ArgQ0,m-AFA4gC01,"And then CapEx, we'll see continue to flow in through the P&L over time.",CLAIM-Opinion(view),1283,1355,['R0'],['SUPPORT'],['b95yqX_XiA'],['PREMISE-Fact'],['1356'],['1427'],['And you already saw that pick up with the cost of revenue growth in Q4.'],1,1,1,1,3,FB_Q4_2018_17709_ArgQ0,1.0,0,1,1,0,0,0,0,[16],[1],1,19,2018,Q4,1,FB,2,35,16,1,1,0,0,0,0
1188,1188,7,FB_Q4_2018_17709_7,FB_Q4_2018_17709,ArgQ1,P4ZRPe7pyC,"I mean, my own take of this, I think this has gone pretty well and has done what we had hoped, although we've made a number of changes.",CLAIM-Opinion(view),1793,1928,"['R1', 'R2', 'R3', 'R4']","['SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']","['ckCBoI5llQ', 'T4XdJ6MU7V', 'dlQ_o-Hofj', 'AzPPu1JOHm']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact']","['1929', '2231', '2413', '2597']","['2230', '2412', '2596', '2679']","[""This is a long-term direction that we're going to continue making more ranking changes and building more products around, but I think that this is kind of reflected broadly in the numbers that you see on engagement and the growth in daily actives and how people are engaging across the family of apps."", 'At the time, what I basically said was, that even though this might decrease time spent and we expected that it would, is we took out especially a bunch of watching of viral videos.', 'We thought that helping people interact more was the unique thing that people come to our services for and that it would be good for the community and the business over the long term.', ""And certainly, everything that we've seen since then suggests that, that is right.""]",1,2,1,1,-1,FB_Q4_2018_17709_ArgQ1,1.0,0,4,4,0,0,0,0,"[56, 38, 35, 17]","[1, 1, 1, 1]",1,33,2018,Q4,4,FB,5,179,146,4,1,0,0,0,0
1189,1189,9,MSFT_Q3_2015_17144_9,MSFT_Q3_2015_17144,ArgQ0,hLLBcA3_Q_,This is a place as Satya said we have made a lot of progress in being data-driven.,CLAIM-Opinion(view),2194,2276,"['R0', 'R1']","['SUPPORT', 'SUPPORT']","['-c1XfAzDkf', 'gBe16V4_0S']","['PREMISE-Fact', 'PREMISE-Other']","['2277', '2344']","['2343', '2602']","['This is down to a monthly review by workload, by property, by geo.', 'And this is a place where I feel that we are in it terrific position frankly to respond to data sovereignty demands, changes politically and our ability to execute that to provide what our customers demand in terms of security and manageability and location.']",2,1,1,0,-1,MSFT_Q3_2015_17144_ArgQ0,1.0,0,2,1,0,1,0,0,"[16, 46]","[1, 1]",1,18,2015,Q3,2,MSFT,3,80,62,2,1,0,0,0,0
1190,1190,9,MSFT_Q3_2015_17144_9,MSFT_Q3_2015_17144,ArgQ1,kDJIucJeE2,We have driven significant process improvement to essentially make it as efficient as one can make it and that’s a continuous process for us.,CLAIM-Fact,1012,1153,"['R2', 'R3']","['SUPPORT', 'SUPPORT']","['eMZQtlC4px', 'TCgfepagU3']","['PREMISE-Fact', 'PREMISE-Fact']","['1154', '1317']","['1316', '1369']","['So when I think about even the capital allocation per quarter we very carefully look at what is our current utilization forecast, and what our demand forecast is.', 'And we now have the ability to be much more dynamic.']",1,0,1,0,-1,MSFT_Q3_2015_17144_ArgQ1,1.0,0,2,2,0,0,0,0,"[30, 12]","[1, 1]",1,27,2015,Q3,2,MSFT,3,69,42,2,0,1,0,0,0
1191,1191,9,MSFT_Q3_2015_17144_9,MSFT_Q3_2015_17144,ArgQ2,cM6utjo3cD,"And so we have a very good process and that’s a place were quite frankly a lot of the proprietary advantage of someone who is an at scale public cloud provider, not just with one application.",CLAIM-Opinion(view),1534,1725,"['R4', 'R6', 'R7']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['rnZRfCx31B', '7XXCUeuP9o', 'hpxkyXDctQ']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact']","['1446', '1769', '1726']","['1533', '1857', '1768']","['But you don’t need to build out data centers much before they’re really being utilized.', 'After all we did run large-scale consumer services ourselves between Xbox LIVE and Bing.', 'And this is where the huge distinction is.']",2,1,1,1,-1,MSFT_Q3_2015_17144_ArgQ2,1.0,0,3,3,0,0,0,0,"[20, 15, 9]","[1, 1, 1]",1,40,2015,Q3,3,MSFT,4,84,44,3,1,0,0,0,0
1192,1192,9,MSFT_Q3_2015_17144_9,MSFT_Q3_2015_17144,ArgQ3,bYtwdBZUXE,And our supply chain management is optimized for it.,CLAIM-Fact,2102,2154,['R5'],['SUPPORT'],['1d1bhaBT1T'],['PREMISE-Fact'],['2015'],['2101'],['And we learned a lot with what is our workload diversity as well as our geo-diversity.'],2,1,1,1,-1,MSFT_Q3_2015_17144_ArgQ3,1.0,0,1,1,0,0,0,0,[17],[1],1,10,2015,Q3,1,MSFT,2,27,17,1,0,1,0,0,0
1193,1193,9,MSFT_Q1_2015_17117_9,MSFT_Q1_2015_17117,ArgQ0,SeHxqNAYEa,"And as far as the used cases, right now it’s actually pretty diversified.",CLAIM-Fact,779,852,"['R0', 'R1', 'R2', 'R3', 'R4', 'R5']","['SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']","['T1ZDa94Zne', '3-KjRQ3c0V', 'tZ6bQs5Q-z', 'SkfxBgSk2W', 'D7aEW1gPI-', 'mlxtanAfkW']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact']","['1137', '944', '1035', '1415', '1687', '1748']","['1414', '1034', '1136', '1686', '1747', '2065']","['We have customers using us for true hybrid, if you were deploying for example a SQL server, you can have high availability using Azure that’s a pretty common deployment now using Azure as the backplane for disaster recovery and high availability, that’s for sure is a workload.', 'And it turns out that we have ISVs in many cases driving new applications on top of Azure.', 'There are businesses like for example NVC that are reinventing their business models on top of Azure.', 'But at this point I would say, we have emerging ISVs, some of the global ISVs building SaaS applications on top of Azure driving a significant amount of growth of new businesses, the new business models emerging on Azure, as well as hybrid, which I would say are driving.', 'One of the other categories that I see lot of lately is IOT.', 'And the way we participate just on the Azure side, we obviously participate even with our Windows Embedded, but on the cloud side, we are seeing the attach to our emerging machine learning services as well as advanced analytics that’s been one of the place where we are well suited for some of the emerging use cases.']",2,1,1,1,-1,MSFT_Q1_2015_17117_ArgQ0,1.0,0,6,6,0,0,0,0,"[55, 19, 18, 55, 14, 63]","[1, 1, 1, 1, 1, 1]",1,17,2015,Q1,6,MSFT,7,241,224,6,0,1,0,0,0
1194,1194,9,MSFT_Q1_2015_17117_9,MSFT_Q1_2015_17117,ArgQ1,-sRLtyV5ly,"So, I think the pace and our accomplishment to share gains remain on a good trend line.",CLAIM-Opinion(view),676,763,['R6'],['SUPPORT'],['NR6jNJxqnZ'],['PREMISE-Statistic'],['501'],['674'],"['As you know, we gave our run rate at the end of last quarter at $4.4 billion and the course we’ve said in our numbers have us on that continued trajectory as we hedge for Q1']",1,1,1,1,3,MSFT_Q1_2015_17117_ArgQ1,1.0,0,1,0,0,0,0,1,[40],[1],1,19,2015,Q1,1,MSFT,2,59,40,1,1,0,0,0,0
1195,1195,7,FB_Q2_2019_17731_7,FB_Q2_2019_17731,ArgQ0,k4SKGVi3zn,"And so, we’re continuing to see solid performance on Facebook, and we’re pleased with the engagement levels that we’re seeing overall on the Facebook app.",CLAIM-Opinion(view),824,978,['R0'],['SUPPORT'],['MsMcPUoVHK'],['PREMISE-Fact'],['738'],['823'],['We’re seeing stability in the developed markets and growth in the developing markets.'],2,1,1,1,-1,FB_Q2_2019_17731_ArgQ0,1.0,0,1,1,0,0,0,0,[16],[1],1,34,2019,Q2,1,FB,2,50,16,1,1,0,0,0,0
1196,1196,7,FB_Q2_2019_17731_7,FB_Q2_2019_17731,ArgQ1,3ItWixhn20,"So, we think of those in really three components.",CLAIM-Opinion(view),1116,1165,"['R1', 'R2', 'R3']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['316fzovIcM', 'YD2Bi7OgG5', '7Xyh9IrEQh']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact']","['1166', '1288', '1487']","['1287', '1486', '1573']","['The first is regulatory as you think about things like GDPR and other impacts and how those will be rolling out globally.', 'The second is platform changes as it relates to operating systems and a more of a focus on privacy from the operating systems and the impact that that can have on measurements and also on targeting.', 'And then the third is our own product changes as we put privacy more front and center.']",2,2,2,1,-1,FB_Q2_2019_17731_ArgQ1,1.0,0,3,3,0,0,0,0,"[23, 37, 18]","[1, 1, 1]",1,11,2019,Q2,3,FB,4,89,78,3,1,0,0,0,0
1197,1197,8,AMZN_Q2_2016_17386_8,AMZN_Q2_2016_17386,ArgQ0,pbqDB2bjkj,"So, yeah, we think this is an important part of our Prime offering.",CLAIM-Opinion(view),1160,1227,"['R0', 'R1', 'R2']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['JqEvIg68zR', 'rpaTSpP2yv', 'rThVt1aZmK']","['PREMISE-Statistic', 'PREMISE-Fact', 'PREMISE-Statistic']","['1058', '944', '655']","['1159', '1057', '761']","[""Now we've added 11 metro areas, bringing the total to 27 metro areas that are qualified for same day."", 'We also have in the same vein of, I think what you called maybe automated consumption, the same day has expanded.', 'To your question on Prime Now, so I will point out Prime Now is now in more than 40 metro areas worldwide.']",1,1,2,0,-1,AMZN_Q2_2016_17386_ArgQ0,1.0,0,3,1,0,0,0,2,"[22, 24, 24]","[1, 1, 1]",1,16,2016,Q2,3,AMZN,4,86,70,3,1,0,0,0,0
1198,1198,8,AMZN_Q2_2016_17386_8,AMZN_Q2_2016_17386,ArgQ1,ytn6BxQ969,"We're very happy with their order patterns from Prime Now, and very happy with it.",CLAIM-Opinion(view),1255,1337,['R4'],['SUPPORT'],['CQfh81eGPG'],['PREMISE-Fact'],['1338'],['1688'],"[""Of course, we do always talk about – we always usually get asked about profitability and it is a very hard service to deliver and make money on, but we know customers love it and we're in a great position to do this because of our long-term approach, our drive of greater efficiencies and our proximity to the customer with our vast global FC network""]",1,1,1,0,-1,AMZN_Q2_2016_17386_ArgQ1,1.0,0,1,1,0,0,0,0,[69],[1],1,18,2016,Q2,1,AMZN,2,87,69,1,1,0,0,0,0
1199,1199,7,AMZN_Q4_2018_18417_7,AMZN_Q4_2018_18417,ArgQ0,ilAaVrpeSg,"And as we like, we see -- we continue to see that engagement growing.",CLAIM-Fact,1328,1397,"['R0', 'R1']","['SUPPORT', 'SUPPORT']","['4TW89OVDJB', 'Gbf_vL0JeI']","['PREMISE-Fact', 'PREMISE-Fact']","['1012', '1169']","['1168', '1327']","[""We're seeing a lot of again continued strong adoption and the usage and viewing and hours watched of our -- both our music and our seasoned video and music."", 'And as a step back, it builds stronger Prime connectivity with our Prime members, at least, the higher membership renewal rates and higher overall engagement.']",2,2,1,1,-1,AMZN_Q4_2018_18417_ArgQ0,1.0,0,2,2,0,0,0,0,"[31, 29]","[1, 1]",1,16,2018,Q4,2,AMZN,3,76,60,2,0,1,0,0,0
